,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
63899,"University Of California, Los Angeles (UCLA)",Materials Science And Engineering,PhD,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(12, 2, 2006)",1139731200,
63900,Stanford University,Electronic Engineering And Computer Science,Other,,,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(12, 2, 2006)",1139731200,
63901,Northwestern University,Physics,PhD,,Rejected,Postal Service,"(2, 2, 2006)",1138867200,,,,,,,,"(12, 2, 2006)",1139731200,
63902,New York University (NYU),Media Ecology Master,Other,,Accepted,Postal Service,"(2, 2, 2006)",1138867200,,,,,,,,"(12, 2, 2006)",1139731200,
63903,JeonBook University,Architecture,Other,,Accepted,Other,"(2, 2, 2006)",1138867200,,,,,,,,"(12, 2, 2006)",1139731200,
63904,Harvard University,Public Health,Other,,Accepted,Postal Service,"(2, 2, 2006)",1138867200,,,,,,,,"(12, 2, 2006)",1139731200,
63905,Harvard University,Public Health,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(12, 2, 2006)",1139731200,
63906,Boston University,MBA,Other,,Interview,E-mail,"(15, 2, 2006)",1139990400,,,,,,,,"(12, 2, 2006)",1139731200,to Japan. Letter was written on 2/3/06)
63907,"University Of Illinois, Urbana Champaign (UIUC)",Linguistics,PhD,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(12, 2, 2006)",1139731200,
63908,Pennsylvania State University (PSU),Chemistry,Other,,Accepted,E-mail,"(13, 2, 2006)",1139817600,,,,,,,,"(12, 2, 2006)",1139731200,
63909,"University Of Washington, Seattle",Information Sciences - PhD,Other,,Rejected,E-mail,"(12, 2, 2006)",1139731200,,,,,,,,"(12, 2, 2006)",1139731200,
63910,University of Northern Colorado,Counseling,MS,,Accepted,E-mail,"(12, 2, 2006)",1139731200,,,,,,,,"(12, 2, 2006)",1139731200,
63911,"University Of Maryland, College Park",IP,Other,,Accepted,E-mail,"(12, 2, 2006)",1139731200,,,,,,,,"(12, 2, 2006)",1139731200,
63912,"University Of Illinois, Urbana Champaign (UIUC)",Physics,PhD,,Accepted,Phone,"(12, 2, 2006)",1139731200,,,,,,,,"(12, 2, 2006)",1139731200,
63913,University of Chicago,Astronomy,Other,,Accepted,Phone,"(12, 2, 2006)",1139731200,,,,,,,,"(12, 2, 2006)",1139731200,
63914,"University Of California, Irvine (UCI)",Media Studies,Other,,Accepted,E-mail,"(12, 2, 2006)",1139731200,,,,,,,,"(12, 2, 2006)",1139731200,
63915,Stanford University,Linguistics,Other,,Rejected,Other,"(12, 2, 2006)",1139731200,,,,,,,,"(12, 2, 2006)",1139731200,
63916,Stanford University,Computer Science,Other,,Rejected,E-mail,"(12, 2, 2006)",1139731200,,,,,,,,"(12, 2, 2006)",1139731200,
63917,Purdue University,MBA,Other,,Accepted,Postal Service,"(12, 2, 2006)",1139731200,,,,,,,,"(12, 2, 2006)",1139731200,
63918,New York University (NYU),American Studies,PhD,,Interview,Phone,"(12, 2, 2006)",1139731200,,,,,,,,"(12, 2, 2006)",1139731200,
63919,"University Of North Carolina, Chapel Hill (UNC)",English,Other,,Rejected,Postal Service,"(11, 2, 2006)",1139644800,,,,,,,,"(12, 2, 2006)",1139731200,
63920,"University Of California, Berkeley (UCB)",Molecular & Cell Biology - PhD,Other,,Rejected,Postal Service,"(11, 2, 2006)",1139644800,,,,,,,,"(12, 2, 2006)",1139731200,
63921,Stanford University,Computer Science,PhD,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(12, 2, 2006)",1139731200,
63922,Stanford University,Computer Science,Other,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(12, 2, 2006)",1139731200,
63923,Stanford University,CS - PhD,Other,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(12, 2, 2006)",1139731200,
63924,Stanford University,Computer Science,PhD,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(12, 2, 2006)",1139731200,
63925,Stanford University,Computer Science,Other,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(12, 2, 2006)",1139731200,
63926,Stanford University,Chemistry (Organic),Other,,Rejected,Postal Service,"(11, 2, 2006)",1139644800,,,,,,,,"(12, 2, 2006)",1139731200,
63927,New York University (NYU),Masters,Other,,Accepted,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(12, 2, 2006)",1139731200,
63928,Emory University,Neuroscience,Other,,Rejected,Postal Service,"(11, 2, 2006)",1139644800,,,,,,,,"(12, 2, 2006)",1139731200,
63929,"University Of Colorado, Boulder",Creative Writing,MS,,Accepted,Phone,"(10, 2, 2006)",1139558400,,,,,,,,"(12, 2, 2006)",1139731200,
63930,University of Chicago,Division of Biological Sciences,Other,,Accepted,Phone,"(10, 2, 2006)",1139558400,,,,,,,,"(12, 2, 2006)",1139731200,
63931,Stanford University,Bioengineering,Other,,Rejected,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(12, 2, 2006)",1139731200,
63932,Purdue University,Aerospace Engineering,Other,,Accepted,Other,"(10, 2, 2006)",1139558400,,,,,,,,"(12, 2, 2006)",1139731200,
63933,Ohio State University (OSU),Astronomy,Other,,Rejected,Postal Service,"(10, 2, 2006)",1139558400,,,,,,,,"(12, 2, 2006)",1139731200,
63934,"University Of Maryland, College Park",Writing,Other,,Rejected,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(12, 2, 2006)",1139731200,
63935,Johns Hopkins University (JHU),Neuroscience,Other,,Rejected,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(12, 2, 2006)",1139731200,
63936,Harvard University,Biological and Biomedical Sciences,PhD,,Accepted,Phone,"(10, 2, 2006)",1139558400,,,,,,,,"(12, 2, 2006)",1139731200,
63937,Carnegie Mellon University (CMU),Physics,PhD,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(12, 2, 2006)",1139731200,
63938,Carnegie Mellon University (CMU),Physics,PhD,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(12, 2, 2006)",1139731200,
63939,"University Of Wisconsin, Milwaukee",English- Masters,Other,,Accepted,E-mail,"(1, 2, 2006)",1138780800,,,,,,,,"(12, 2, 2006)",1139731200,
63940,"Indiana University, Bloomington",Management,Other,,Interview,Phone,"(1, 2, 2006)",1138780800,,,,,,,,"(12, 2, 2006)",1139731200,
63941,University of Oregon,Physics,Other,,Accepted,E-mail,"(31, 1, 2006)",1138694400,,,,,,,,"(12, 2, 2006)",1139731200,
63942,University of Hawaii,Astronomy,Other,,Accepted,Phone,"(31, 1, 2006)",1138694400,,,,,,,,"(12, 2, 2006)",1139731200,
63943,University of Texas Southwestern Medical Center at Dallas,Chemistry (Organic),Other,,Interview,E-mail,"(30, 1, 2006)",1138608000,,,,,,,,"(12, 2, 2006)",1139731200,
63944,Duke University,Economics,Other,,Rejected,E-mail,"(30, 1, 2006)",1138608000,,,,,,,,"(12, 2, 2006)",1139731200,
63945,University of Arizona,Planetary Science,Other,,Accepted,Phone,"(24, 1, 2006)",1138089600,,,,,,,,"(12, 2, 2006)",1139731200,
63946,"University Of Washington, Seattle",Physics,Other,,Accepted,E-mail,"(23, 1, 2006)",1138003200,,,,,,,,"(12, 2, 2006)",1139731200,
63947,"University Of California, Berkeley (UCB)",Mechanical - Ph. D,Other,,Accepted,E-mail,"(12, 2, 2006)",1139731200,,,,,,,,"(12, 2, 2006)",1139731200,
63948,"University Of Wisconsin, Milwaukee",Communication,MS,,Accepted,E-mail,"(22, 1, 2006)",1137916800,,,,,,,,"(12, 2, 2006)",1139731200,
63949,University of Missouri - Columbia,Psychology,PhD,,Accepted,Phone,"(2, 1, 2006)",1136188800,,,,,,,,"(12, 2, 2006)",1139731200,
63950,"Indiana University, Bloomington",Department of Chemistry - Ph.D.,Other,,Rejected,E-mail,"(19, 1, 2006)",1137657600,,,,,,,,"(12, 2, 2006)",1139731200,
63951,Wake Forest University,Microbiology And Immunology,Other,,Accepted,Postal Service,"(16, 1, 2006)",1137398400,,,,,,,,"(12, 2, 2006)",1139731200,
63952,Duke University,Molecular Genetics And Microbiology,Other,,Interview,E-mail,"(16, 1, 2006)",1137398400,,,,,,,,"(12, 2, 2006)",1139731200,
63953,"University Of California, Los Angeles (UCLA)",Materials Science And Engineering,PhD,,Rejected,Postal Service,"(15, 1, 2006)",1137312000,,,,,,,,"(12, 2, 2006)",1139731200,
63954,"University Of California, Los Angeles (UCLA)",Materials Science And Engineering,Other,,,Postal Service,"(15, 1, 2006)",1137312000,,,,,,,,"(12, 2, 2006)",1139731200,
63955,Ohio State University (OSU),Department of Chemistry - Ph.D.,Other,,Rejected,E-mail,"(13, 1, 2006)",1137139200,,,,,,,,"(12, 2, 2006)",1139731200,
63956,Carnegie Mellon University (CMU),Electrical Engineering,Other,,,E-mail,"(2, 10, 2006)",1159772400,,,,,,,,"(12, 2, 2006)",1139731200,
63957,"University Of Michigan, Ann Arbor",Computer Science,Other,,Accepted,E-mail,"(10, 2, 2005)",1108022400,,,,,,,,"(12, 2, 2006)",1139731200,
63958,"University Of Illinois, Urbana Champaign (UIUC)",Finance,MS,,Accepted,E-mail,"(1, 12, 2005)",1133424000,,,,,,,,"(12, 2, 2006)",1139731200,
63959,"University Of California, San Diego (UCSD)",Computer Science,Other,,Accepted,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(11, 2, 2006)",1139644800,
63960,McMaster University,Cultural Studies,Other,,Accepted,E-mail,"(9, 2, 2006)",1139472000,,,,,,,,"(11, 2, 2006)",1139644800,
63961,"University Of Michigan, Ann Arbor",Biostatistics,Other,,Rejected,Postal Service,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63962,"University Of Michigan, Ann Arbor",Electrical Engineering,PhD,,Accepted,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63963,"University Of Illinois, Urbana Champaign (UIUC)",Social Psychology,PhD,,Accepted,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63964,University of Chicago,English,Other,,Accepted,Phone,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63965,"University Of California, Riverside (UCR)",MBA,Other,,Accepted,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63966,"University Of Massachusetts, Amherst",Computer Science,Other,,Accepted,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63967,"University Of California, Berkeley (UCB)",Linguistics,Other,,Rejected,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63968,Stanford University,Materials Science And Engineering,PhD,,Accepted,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63969,Stanford University,Mathematics,Other,,Accepted,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63970,McMaster University,English Literature - Master's,Other,,Accepted,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63971,Harvard University,Chemistry,PhD,,Accepted,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63972,Duke University,English- PHD,Other,,Rejected,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63973,Duke University,Computer Science,PhD,,Accepted,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63974,Carnegie Mellon University (CMU),Arts Management,MS,,Accepted,E-mail,"(8, 2, 2006)",1139385600,,,,,,,,"(11, 2, 2006)",1139644800,
63975,Yale University,Psychology (Social),Other,,Rejected,E-mail,"(7, 2, 2006)",1139299200,,,,,,,,"(11, 2, 2006)",1139644800,
63976,University Of Minnesota (UMN),Sociology,PhD,,Rejected,Postal Service,"(7, 2, 2006)",1139299200,,,,,,,,"(11, 2, 2006)",1139644800,
63977,"University Of Michigan, Ann Arbor",Sociology,PhD,,Rejected,Postal Service,"(7, 2, 2006)",1139299200,,,,,,,,"(11, 2, 2006)",1139644800,
63978,University of Alberta,Philosophy - Masters,Other,,Accepted,Postal Service,"(7, 2, 2006)",1139299200,,,,,,,,"(11, 2, 2006)",1139644800,
63979,Boston University,Biomedical Engineering,PhD,,Accepted,Phone,"(7, 2, 2006)",1139299200,,,,,,,,"(11, 2, 2006)",1139644800,
63980,Ohio State University (OSU),Clinical Psychology,PhD,,Accepted,Phone,"(6, 2, 2006)",1139212800,,,,,,,,"(11, 2, 2006)",1139644800,
63981,Duke University,Religion,PhD,,Rejected,E-mail,"(6, 2, 2006)",1139212800,,,,,,,,"(11, 2, 2006)",1139644800,
63982,University of Missouri - Columbia,Social Psychology,PhD,,Accepted,E-mail,"(4, 2, 2006)",1139040000,,,,,,,,"(11, 2, 2006)",1139644800,
63983,Pennsylvania State University (PSU),Cognitive Psychology,Other,,Rejected,Postal Service,"(4, 2, 2006)",1139040000,,,,,,,,"(11, 2, 2006)",1139644800,
63984,Duke University,Sociology,PhD,,Accepted,Phone,"(4, 2, 2006)",1139040000,,,,,,,,"(11, 2, 2006)",1139644800,
63985,"University Of California, San Diego (UCSD)",Materials Science And Engineering,Other,,Accepted,E-mail,"(3, 2, 2006)",1138953600,,,,,,,,"(11, 2, 2006)",1139644800,
63986,"University Of California, Berkeley (UCB)",Biomedical Sciences,PhD,,Interview,E-mail,"(3, 2, 2006)",1138953600,,,,,,,,"(11, 2, 2006)",1139644800,
63987,Texas A & M University (TAMU),Chemical Engineering - Ph. D.,Other,,Accepted,E-mail,"(3, 2, 2006)",1138953600,,,,,,,,"(11, 2, 2006)",1139644800,
63988,New York University (NYU),Phyics,PhD,,Accepted,E-mail,"(3, 2, 2006)",1138953600,,,,,,,,"(11, 2, 2006)",1139644800,
63989,Cornell University,English,Other,,Accepted,E-mail,"(3, 2, 2006)",1138953600,,,,,,,,"(11, 2, 2006)",1139644800,
63990,"University Of Wisconsin, Madison",ECE,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(11, 2, 2006)",1139644800,
63991,"University of Texas, Austin (UT Austin)",Advertising,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(11, 2, 2006)",1139644800,
63992,University of Akron,Polymer Science,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(11, 2, 2006)",1139644800,
63993,Stanford University,Mechanical Engineering,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(11, 2, 2006)",1139644800,
63994,Stanford University,Mechanical Engineering,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(11, 2, 2006)",1139644800,
63995,Stanford University,Mechanical Engineering,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(11, 2, 2006)",1139644800,
63996,Cornell University,Biological And Environmental Engineering,Other,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(11, 2, 2006)",1139644800,
63997,Carnegie Mellon University (CMU),Statistics,PhD,,Rejected,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(11, 2, 2006)",1139644800,
63998,Boston University,Science,MS,,Accepted,E-mail,"(2, 2, 2006)",1138867200,,,,,,,,"(11, 2, 2006)",1139644800,
63999,Cornell University,Government-phd,Other,,Accepted,E-mail,"(12, 2, 2006)",1139731200,,,,,,,,"(11, 2, 2006)",1139644800,
64000,Yale University,Sociology,PhD,,Accepted,Phone,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64001,Washington University in St. Louis (WashU/WUSTL),Philosophy,PhD,,Rejected,Postal Service,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64002,Virginia Commonwealth University,Clinical Psychology,Other,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64003,University Of Southern California (USC),Political Science,Other,,Rejected,Postal Service,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64004,"University Of North Carolina, Chapel Hill (UNC)",Pharmacology,PhD,,Accepted,Other,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64005,"University Of North Carolina, Chapel Hill (UNC)",English,Other,,Rejected,Postal Service,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64006,"University Of California, Davis (UCD)",Food Science,Other,,Accepted,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64007,"University Of California, Santa Barbara (UCSB)",Physics,Other,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64008,Stanford University,Computer Science,Other,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64009,Stanford University,Biosciences,PhD,,Rejected,Postal Service,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64010,Stanford University,Computer Science,PhD,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64011,Stanford University,Computer Science,Other,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64012,Stanford University,Computer Science,Other,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64013,Purdue University,Educational Technology- PhD,Other,,Rejected,Postal Service,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64014,Purdue University,Consumer Science And Retailing,Other,,Accepted,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64015,New York University (NYU),French (Ph.D.),Other,,Accepted,Phone,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64016,New York University (NYU),Masters,Other,,Rejected,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64017,New York University (NYU),Masters,Other,,Accepted,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64018,New York University (NYU),Science,MS,,Accepted,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64019,Cornell University,Govenment-phd,Other,,Accepted,E-mail,"(11, 2, 2006)",1139644800,,,,,,,,"(11, 2, 2006)",1139644800,
64020,Yale University,History,Other,,Rejected,Other,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64021,Yale University,MBA,Other,,Interview,Other,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64022,University Of Southern California (USC),Chemistry,PhD,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64023,University of Iowa,Creative Writing,Other,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64024,"University Of Washington, Seattle",ISchool,Other,,Rejected,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64025,"University of Texas, Austin (UT Austin)",Astronomy,Other,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64026,University of Tennessee - Knoxville,Physics,PhD,,Accepted,Postal Service,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64027,University Of Pennsylvania (UPenn),Soical Work - Master's,Other,,Interview,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64028,"University Of Michigan, Ann Arbor",Business School,PhD,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64029,University of Chicago,English,Other,,Accepted,Phone,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64030,"University Of California, San Francisco (UCSF)",Medical Anthropology Ph.D,Other,,Accepted,Phone,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64031,"University Of California, Davis (UCD)",Applied Mathematics,PhD,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64032,"University Of California, Davis (UCD)",Applied Mathematics,PhD,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64033,"University Of California, Berkeley (UCB)",Astronomy,Other,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64034,"University Of California, Santa Barbara (UCSB)",Electrical And Computer Engineering,Other,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64035,Texas A & M University (TAMU),Biochemistry,Other,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64036,Stanford University,Computer Science,Other,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64037,"Indiana University, Bloomington",Philosophy,PhD,,Rejected,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64038,Carnegie Mellon University (CMU),Physics,Other,,Accepted,E-mail,"(10, 2, 2006)",1139558400,,,,,,,,"(11, 2, 2006)",1139644800,
64039,University of Utah,Mechanical Engineering - Masters,Other,,Accepted,E-mail,"(1, 2, 2006)",1138780800,,,,,,,,"(11, 2, 2006)",1139644800,
64040,Yale University,Molecular Biophysics & Biochemistry Ph.D,Other,,Accepted,Postal Service,"(8, 1, 2006)",1136707200,,,,,,,,"(11, 2, 2006)",1139644800,
64041,"University Of California, Los Angeles (UCLA)",MBA,Other,,Rejected,E-mail,"(5, 1, 2006)",1136448000,,,,,,,,"(11, 2, 2006)",1139644800,
64042,University of Arizona,Applied Mathematics,PhD,,Interview,Phone,"(31, 1, 2006)",1138694400,,,,,,,,"(11, 2, 2006)",1139644800,
64043,"University Of California, Berkeley (UCB)",Finance PhD,Other,,Interview,Phone,"(31, 1, 2006)",1138694400,,,,,,,,"(11, 2, 2006)",1139644800,
64044,University of Arizona,Applied Mathematics,PhD,,Interview,Phone,"(30, 1, 2006)",1138608000,,,,,,,,"(11, 2, 2006)",1139644800,
64045,Binghamton University,Clinical Psychology,Other,,Interview,Phone,"(28, 1, 2006)",1138435200,,,,,,,,"(11, 2, 2006)",1139644800,
64046,Emory University,Political Science,PhD,,Rejected,E-mail,"(26, 1, 2006)",1138262400,,,,,,,,"(11, 2, 2006)",1139644800,
